id,label
aaa4a22,0
dec4095,0
6a48877,0
77001b1,0
f4c978e,0
3d47a80,0
94e3174,0
255a0ea,0
14dc03a,0
2f3ad73,0
319b368,0
da5447a,0
a9b2eba,0
476b767,0
d62b909,0
5fab01c,0
36dc2a7,0
6afd9b5,0
1ec199b,0
723c7da,0
e053723,0
d62b762,0
bd5f663,0
d09d71b,0
a426da0,0
9bbce67,0
116219c,0
5324d8b,0
1e9a33a,0
83bd944,0
afd38b5,0
5a01d61,0
7dd52a3,0
6e08df4,0
79dc972,0
a1e4966,0
d43ad9d,0
2fb50a4,0
d74154e,0
83b330c,0
fa9087c,0
579499c,0
b122be5,0
d6058dd,0
a3c2992,0
a90b164,0
3606b47,0
6b998b7,0
580bff9,0
495a2b9,0
246e705,0
1d53381,0
eb1ec8b,0
a563cc8,0
7ab5fcb,0
c656f7c,0
02fb493,0
eb93786,0
0603f3d,0
031ed4f,0
84de97a,0
0720916,0
300b28b,0
1d6beeb,0
f91afa9,0
88b1917,0
34c886b,0
341b235,0
86d7d77,0
dd1bb52,0
b6b27eb,0
0acf8e2,0
f252a35,0
aad0e54,0
f552571,0
6408118,0
fe9c550,0
cb9dd26,0
c86ac91,0
0be0b0d,0
188678e,0
453aced,0
6f0c8a8,0
7cb6f06,0
0b18956,0
b2cb234,0
311c27c,0
61126e5,0
eaacea0,0
cd5fd42,0
7274d00,0
c36a3b8,0
7de71c5,0
486d50f,0
a9eb719,0
e0d8a13,0
054ec71,0
447abe9,0
e5233da,0
d9905e6,0
550e51b,0
b635ded,0
fb0f522,0
c34b88d,0
f939a90,0
fbe16ab,0
c536221,0
06672fc,0
ee66aaa,0
1ad3b0a,0
f5cd24d,0
1fc079f,0
dcdc62c,0
ea16dea,0
dd11838,0
243e6d6,0
4127014,0
0053385,0
8a30436,0
5cdaa8d,0
854cd22,0
b8d91fc,0
ed744fd,0
fc9fb1e,0
f625223,0
e911e1d,0
e537673,0
a70ef5d,0
d905dbc,0
bb9df4a,0
557698e,0
d5f7b9f,0
c06d3cc,0
3092fdc,0
98d4133,0
fb2b4f7,0
cecd3ba,0
b0d279f,0
67736c5,0
7f4ab13,0
56bbf71,0
0e4a679,0
23aae9e,0
36b05e3,0
24a1ed1,0
4a18614,0
3bc1ce5,0
6c6bacf,0
ced9c25,0
0372437,0
9f5e71b,0
7683b73,0
3de6324,0
cf82e45,0
d3cc3e9,0
d33f907,0
508c208,0
8136715,0
4a9ab1b,0
fbe5823,0
8dc3718,0
e90477c,0
64f5c3e,0
f89fccb,0
827a3ee,0
812a831,0
5aeeb4e,0
51a2779,0
017167d,0
3651878,0
ca43860,0
031dc76,0
30c3c40,0
2d77137,0
b67af8a,0
41cd84a,0
434b243,0
f7dec0d,0
5c682fe,0
5aedf84,0
9b342e3,0
b9f41c1,0
2eb7667,0
f614592,0
2a16295,0
ccf3670,0
0aeb02b,0
a4ac1d6,0
ea2cfe7,0
0897f66,0
e12a03f,0
f4f1408,0
1142a82,0
180819c,0
c88d42b,0
a803558,0
9908fd9,0
b2bf2e2,0
18983e0,0
f1ad4f1,0
a52d2e0,0
05a9cf9,0
28d98f0,0
2ac6efa,0
33a63ae,0
efd310d,0
745f19d,0
a754e04,0
93fc41a,0
ebdfe1b,0
c02249b,0
4300ffd,0
c746dfb,0
011cd55,0
9199af7,0
e30a7d1,0
2ef3977,0
e2642b8,0
1a859e0,0
73371e7,0
7666c95,0
d29c6a6,0
c2a7073,0
1622656,0
ac312cc,0
a76a0c9,0
61bc57f,0
3363357,0
f88ce49,0
f2dd9e2,0
7194749,0
8c272ff,0
0c7083f,0
a52835e,0
89fd482,0
b49a2ae,0
11f66dc,0
acca3f5,0
675243e,0
eb8bbfc,0
86f3f74,0
278712f,0
871ee16,0
29efda7,0
d447120,0
eebe013,0
3bf8ccd,0
133471e,0
3ae21bf,0
1daae2c,0
8118f18,0
9fa7c3e,0
772efa1,0
056231c,0
aeb9446,0
d473e98,0
20b6b10,0
ca99790,0
a5455f3,0
0d41d08,0
d1708f1,0
28e85e1,0
4ce1eca,0
243ddd7,0
8307ac3,0
803a888,0
8cbdfeb,0
4db95e5,0
490b948,0
7a256ca,0
0594c10,0
cb63974,0
8c6a7a9,0
e07babf,0
845ae6b,0
6e118c8,0
9f9eb4a,0
507e47d,0
251371b,0
45f0a70,0
cd7766b,0
9c80f28,0
cdaa14b,0
51f2fb2,0
8cded11,0
9f2dfec,0
8a73016,0
41cdb3e,0
acd6cef,0
1d4fc6b,0
4776830,0
d789251,0
71a9683,0
e30ac4c,0
bb0c848,0
674fbe2,0
ba5d50a,0
b7883f5,0
9b21aea,0
d03d1c5,0
fd2afc4,0
7204b8c,0
5641015,0
c8bf64c,0
4fb0333,0
97a5218,0
3d1775b,0
745faea,0
9dda02d,0
15979f6,0
1a61682,0
a267586,0
d8419f7,0
ad97c9d,0
b108db6,0
bf6cdde,0
d6d5631,0
564476b,0
12a13f0,0
c261c2d,0
971cf91,0
5828665,0
68019f0,0
51e4431,0
1eb4f9b,0
f98627c,0
0be575a,0
ab0ba14,0
1e1fa54,0
9c4813c,0
726d602,0
f454145,0
8fff7be,0
93e95db,0
b63afe4,0
8673aaa,0
56c45f7,0
86fd146,0
7966c98,0
7238d8b,0
07d3255,0
54560a5,0
256c09d,0
cdd7df2,0
ca5e963,0
036e0b3,0
5a28d4b,0
63711d1,0
cf10efb,0
b2167b4,0
e0eb271,0
7ce3838,0
feba880,0
cedc70f,0
4f213b3,0
6142b9c,0
64c739e,0
fdb0f59,0
e1b2ab8,0
09c100d,0
3cf10be,0
5c76589,0
77245fc,0
26b7e6f,0
65c561b,0
650cd15,0
51c11b3,0
e4ae208,0
b597e59,0
40a8ed5,0
6aa0ffa,0
1cb0eab,0
992face,0
c9a0a4e,0
85d938a,0
ca3d94e,0
6e7d308,0
273e54c,0
3288cef,0
5fc60e2,0
b9831ec,0
8687269,0
70c908c,0
2077b81,0
14b1108,0
bdd9289,0
ee2d91b,0
1eded24,0
d57c677,0
b89129e,0
8a02959,0
19f5a3c,0
5f407b4,0
844e85d,0
b48ef08,0
8fa9ccb,0
cb41d15,0
7d826aa,0
2ff03cc,0
87692cf,0
c9e6760,0
b146725,0
3ed271b,0
fa77518,0
5b17bb8,0
f1f79d3,0
b2cc33b,0
a14bc05,0
858063a,0
eebd528,0
f08f0ce,0
a21b612,0
14cb740,0
5a4ff5e,0
853221a,0
1b95814,0
9e9369a,0
41dd994,0
1a34d59,0
9e953bf,0
513524a,0
d5a1bac,0
3571ac6,0
ed40021,0
dcb2e89,0
edf95e2,0
a05c5f2,0
9e2876e,0
fea6f04,0
a0a83bf,0
49f8d9e,0
75b8804,0
133242d,0
0bad98f,0
701fce7,0
7ddbe33,0
ff2f769,0
cae0593,0
b06acd0,0
73b483b,0
eb92b73,0
adf2f21,0
09366ac,0
ee890c7,0
66dedab,0
cf62ed0,0
0bd5df3,0
cb69528,0
8311c15,0
144f849,0
efe5925,0
1696950,0
23bc296,0
4b75f4b,0
23effe5,0
92f68ab,0
d077d25,0
2c665a4,0
a46716e,0
d435794,0
5bb0152,0
76a5ee8,0
8422cb4,0
57f3687,0
57d5482,0
7e88a08,0
e1771df,0
1178821,0
ea17f04,0
0d85649,0
1fd0307,0
281efc9,0
1c551e6,0
3c9721d,0
274bcd1,0
204f047,0
4266c17,0
40a5f0f,0
576873a,0
55f653a,0
fa9c1dd,0
a30dcc7,0
047c5e1,0
02927a1,0
f2c117c,0
0cc1585,0
b55d742,0
87e8a67,0
b9a61d1,0
6b22120,0
6a892f6,0
13f10e3,0
f13ee8f,0
fd7182b,0
b81d528,0
36a74d4,0
57c591d,0
508d9b7,0
c02d1c3,0
f73bdc5,0
a024938,0
ce43525,0
b4d9e06,0
7488d85,0
b0c426e,0
a4209a7,0
35740c2,0
3532d2a,0
108cefc,0
eaf861f,0
7270335,0
9c2c8e4,0
525f1a5,0
af911fb,0
5635be1,0
5afb359,0
030bc75,0
d244797,0
123f84b,0
8f81841,0
760d53f,0
8e7b539,0
63fc493,0
631c402,0
d793fe2,0
19b86b6,0
a948326,0
03fa10d,0
2180c93,0
5cd587d,0
226c780,0
f38bf7f,0
b360c43,0
96478ab,0
b074e87,0
c7ff450,0
6beb8f2,0
a2547e9,0
80ec905,0
af4419f,0
3cce74c,0
2ec93f9,0
114d589,0
f8a8f7e,0
af33ef2,0
5e2b4d4,0
43033c7,0
9bcea66,0
add8aa6,0
2e0b297,0
f5670e8,0
0b8bd28,0
890b72a,0
7a2784e,0
27bfa17,0
83fc631,0
8cdd0b2,0
0f548d7,0
c1cd87e,0
5f199aa,0
26d9f69,0
3569b8e,0
631e284,0
4c4fa27,0
89de88d,0
de59f9b,0
2e29c41,0
16bae43,0
8c061ef,0
54a8131,0
13e8281,0
0e7f9e5,0
fa694be,0
f275925,0
f15b453,0
4a22488,0
d846ecb,0
46b96c7,0
e21cb71,0
a4418a7,0
5705161,0
0508dc7,0
fe1b802,0
e2b2c28,0
38fd111,0
738a68a,0
35b80c2,0
340cc59,0
d30485a,0
0e57d82,0
444362e,0
018f2a6,0
1eb9a8c,5
4724378,5
7d59644,5
4f21704,5
8ad7ca5,5
f3a638b,5
86291e4,5
ecac735,5
7ff99e0,5
d1ce7ce,5
a16eb16,5
c24cbb6,5
05c04c8,5
7df2963,5
ac7b340,5
d09b306,5
ccd6584,5
f01fabf,5
d34698d,5
d6c9bc6,5
6d86f7f,5
ad4de17,5
ef7f9c2,5
148ae37,5
96196a0,5
34b47b0,5
e6fe1b8,5
f6d21a5,5
121d194,5
aaa1d86,5
bc0487e,5
b28a7bf,5
784d7d9,5
d6fe1ee,5
68006d3,5
ebdc510,5
a9fa291,5
bc8c4d8,5
1097cb4,5
e46c6a9,5
5742ec8,5
366d5b4,5
f92404c,5
87c4f38,5
6177cfd,5
75884cf,5
7849c12,5
5c88603,5
b75bc61,5
b38240c,5
0d0982a,5
000c738,5
90a76ff,5
f965d32,5
26cc8d4,5
827e392,5
76efdd2,5
70eefc0,5
ae50e0a,5
14aa70e,5
5e6daba,5
bfe7bc4,5
9f18e81,5
5d01698,5
07c772a,5
5a964d5,5
090ec36,5
6f53964,5
002a468,5
9daa49a,5
dbb1f92,5
6cb66f6,5
354ed02,5
ebde4ca,5
3bccbe7,5
d35a589,5
88afc6a,5
8af8f45,5
5630a91,5
200f8a8,5
b34e1b7,5
839fbff,5
2338f44,5
7e04fcb,5
1c0c715,5
ff4a19a,5
7409886,5
dad009e,5
6712936,5
1d695f3,5
06e8a60,5
4be796e,5
c276d90,5
7eebc27,5
9394f46,5
2fdbeb1,5
f47bd3c,5
ffd8462,5
a0b381f,5
9f66892,5
00b17d7,5
79b41c9,5
5f13ee5,5
13329ec,5
f19c4c3,5
42295fb,5
1c415c7,5
e2dc8df,5
9cbd74c,5
7fea96b,5
a86f044,5
b1d661b,5
cdc697f,5
9a6b389,5
0215477,5
27b3637,5
8ef06e9,5
6eb752c,5
24d6f33,5
d71940f,5
dbd54ec,5
6585d1a,5
6ed5a95,5
4319a2f,5
ccc6561,5
58673d5,5
4ee1246,5
7bdf749,5
7a5a36b,5
4226329,5
54a4c37,5
4bca10f,5
0153f29,5
f172374,5
965077d,5
982f445,5
a2e9565,5
1034d94,5
31599e2,5
c9acca9,5
60c2846,5
bbb5147,5
d872ad3,5
16d303b,5
1d97137,5
4db9cff,5
c946699,5
ca0fd7b,5
01b90bd,5
5a5f40d,5
c9b1447,5
2a7c508,5
ed64cd0,5
afc91fe,5
be4fdc0,5
ec133b0,5
bbb2ce5,5
ee9422e,5
7ebea21,5
acb8b1e,5
c4ec9ff,5
6739629,5
c0a2d2f,5
f7bebd3,5
37fe516,5
0b297c6,5
8bb7fe7,5
e0e11ec,5
8bbb99e,5
b6513e1,5
cb6721f,5
238fcc3,5
8d98eb8,5
ff3a4ce,5
234641d,5
44a92b0,5
73e68ef,5
7b729c1,5
2603dd8,5
11fdf49,5
270924f,5
5bb743e,5
bd634ce,5
2c9ea03,5
457bf8f,5
d15a539,5
c6945c6,5
d0e4701,5
749b90e,5
cf8a255,5
8b597b9,5
88511e9,5
dc0bc9b,5
4a31ee2,5
587174f,5
ff9ae1d,5
29ae541,5
8d94e28,5
1167ff6,5
87918e8,5
6a27c92,5
d372764,5
e53bd5d,5
ed2e5d1,5
ee42590,5
4858f1c,5
5837f17,5
12a90e1,5
acf4128,5
0a09213,5
0fae0fa,5
dfa666b,5
08447f6,5
25b7be8,5
55b4c79,5
8c2b282,5
b4c5fe0,5
372e6af,5
c265915,5
0cf56d1,5
a08f637,5
4542d59,5
3c71953,5
a0c59b8,5
8285152,5
de7c7e7,5
700a216,5
22ba774,5
0932f5e,5
996f463,5
fefd1b8,5
06621d4,5
bd60988,5
27de4db,5
e64667c,5
ba041f5,5
c9abcab,5
95a5145,5
3fceef3,5
174fb10,5
2787c03,5
e88cee8,5
1a747df,5
b14dcc8,5
dfb7b2d,5
25c585c,5
3862b6c,5
c754817,5
fee35fe,5
a9ec7ba,5
09607c5,5
fd36828,5
04f895d,5
79d73a1,5
fc6fb6d,5
5046c1f,5
a518c94,5
b2879bb,5
73f35c6,5
77e53c4,5
8991043,5
85723a5,5
ec8cd3d,5
9a31038,5
9fe21c7,5
326c1f6,5
10549aa,5
ea782b7,5
ffa0357,5
f8ffcd7,5
6e66948,5
7a2cae0,5
0c0aedc,5
0aecf3a,5
e86c497,5
1c9beee,5
09b12b2,5
59f21d3,5
de05747,5
c8fd1c5,5
919690d,5
2dfa662,5
2315e55,5
a36c2b0,5
be67353,5
76f92dd,5
e7c8827,5
3027da2,5
ca20fdb,5
b104e8b,5
a1a7074,5
76e4913,5
4f63e12,5
d4fe3dd,5
6d70306,5
3dfc65c,5
225e345,5
036bc67,5
20d6d29,5
1d636ea,5
bcd61ae,5
b27d4d6,5
8784f20,5
87b4f1e,5
5aaf7c4,5
aa29ddb,5
c46f552,5
c2a713c,5
e75e3b0,5
aacbf36,5
e802364,5
4f85cfb,5
f7d28d8,5
ca5777e,5
fdf5b04,5
6c56910,5
2cc7e72,5
38119a3,5
9cd4db8,5
1644706,5
5f34586,5
de13a40,5
568000b,5
cd1a929,5
78a91e0,5
c92d19e,5
5dec63a,5
66a4015,5
63446b7,5
c50be00,5
e42410e,5
2843f4e,5
5cc1fde,5
d98b09f,5
291de7e,5
c63bb70,5
f5b6a25,5
d686ee2,5
030b256,5
a2dbb16,5
43664aa,5
525b893,5
58af9ef,5
6203272,5
23fc9a8,5
93014f8,5
22e1c40,5
11e9d1e,5
a036248,5
0132721,5
d28c9af,5
7ec8f09,5
637e0b9,5
dfffba5,5
e4b41c6,5
7fe935d,5
488ddfa,5
0cd255b,5
efe1af0,5
9aa0717,5
01451ff,5
6c428e8,5
6bb8904,5
dc09c0d,5
495b124,5
fde8ed9,5
112d0f3,5
4c2b6d2,5
5fdab97,5
88af635,5
c0b3566,5
7e3e341,5
c01da46,5
b187cf9,5
9c62e3f,5
35b59d1,5
8c244b8,5
9ba5f52,5
d867ba4,5
a707805,5
8d7852d,5
50b9dc4,5
c64311f,5
b72beb3,5
560d613,5
2750905,5
db24365,5
97ef60b,5
d906f07,5
af47788,5
ec2365c,5
536c6f5,5
e801208,5
2b509bc,5
07e04f5,5
89555c4,5
61023c6,5
c5cd7dc,5
a2412b2,5
cdbe7af,5
c690e00,5
7207a85,5
aedde70,5
4e307ef,5
4c04e95,5
ba55035,5
8745206,5
e90552e,5
7104673,5
e3b1f73,5
46de87f,5
e460e74,5
383ac31,5
83bb79d,5
60a872c,5
81d29cd,5
dced3aa,5
ed41592,5
257974d,5
45aacc3,5
8b38762,5
581d8c4,5
44efca4,5
1f7367d,5
588cbb6,5
1561144,5
76da3e2,5
d5ad4d6,5
3e94dc3,5
be3847b,5
bd58491,5
ceee660,5
6c22716,5
9a4578a,5
9adebea,5
7dfcb53,5
42ad0bc,5
e4b0a28,5
33097dc,5
40e9446,5
515a35b,5
0ab0db9,5
54f941e,5
7e5375f,5
07c11bc,5
98e1cd6,5
fd03adc,5
59d8fe4,5
1c056c0,5
6cf87ed,5
a2abf77,5
2997f44,5
517f8c7,5
bf18e3e,5
469d714,5
ec16c9d,5
cfe6823,5
856cccb,5
c1684a7,5
0526049,5
e8d493d,5
72e35aa,5
8d1b6a3,5
f99a9f6,5
18c20f5,5
cfa5364,5
26ba571,5
bf9aef2,5
17854ea,5
96d3662,5
89a3041,5
eaae3c2,5
74b5769,5
65a7a7e,5
d2837f0,5
ef536df,5
036b471,5
bb4ca90,5
8ecadfd,5
6d4c136,5
8466bfe,5
eb032a3,5
bdf84b0,5
b84623d,5
51a8008,5
9db2590,5
41ce103,5
c99b2cf,5
2ca1181,5
d7e3b98,5
03fb191,5
24c0634,5
ce18fc0,5
0540361,5
aee2fdd,5
d131b61,5
5143d18,5
ceecc10,5
9ec4bd3,5
7fc6648,5
ee0c22a,5
a91343c,5
9c7814f,5
8aa9585,5
f0ae6d9,5
97f78bf,5
ad6ac7e,5
2ec6ebc,5
391433a,5
1ef0be0,5
a2ab168,5
265c38a,5
d277812,5
77efe7d,5
7fdf991,5
fe3b355,5
ec23751,5
0a521e8,5
55ace5c,5
a280756,5
7bbcd64,5
7c29bfc,5
d4b9c64,5
c521c2c,5
2b91836,5
44a8816,5
ddaa26c,5
d52ec1e,5
6bc2249,5
7514b35,5
fee55ca,5
b593cf4,5
5641372,5
a69675b,5
4f7e6f7,5
8c1defc,5
60f4c4a,5
08726ab,5
41ccf94,5
694820a,5
aa52e7d,5
94123cc,5
8731d88,5
c28929c,5
1c96d78,5
ad086a3,5
c97c619,5
dbf5194,5
e851a42,5
ab9dadc,5
5255435,5
9bc00a9,5
d857943,5
f04b9c4,5
cfc1c61,5
14aaee8,5
853acad,5
e74cb8b,5
27e455e,5
d5eaa92,5
75425f1,5
a0dacc4,5
e50895a,5
605be56,5
4db111f,5
c706203,5
1fe09e6,5
ca01411,5
a7d9f16,5
dbbb848,5
e6ba1ca,5
a6bcd0a,5
47a5d34,5
1821fca,5
2f42a81,5
2ca9776,5
a51f411,5
455022d,5
dc12f41,5
145cfb5,5
9f0d433,5
1bff28a,5
66e7c11,5
b5e4f47,5
aae35f6,5
498e045,5
6d91db4,5
6d9ee6a,5
87035cb,5
a4c9866,5
c6447dc,5
04ec7fb,5
a4f2340,1
ff258a4,1
78b8340,1
e6e078c,1
36d3ec1,1
d8f617e,1
4b406ef,1
329b770,1
a7c9003,1
90bee8d,1
4bb5d89,1
3d63115,1
fe80a42,1
9fc9acc,1
d58b83c,1
aa15ade,1
a8a965f,1
2b7f5dd,1
8987b38,1
12dab65,1
4adf062,1
19fefd1,1
044e4de,1
8564d59,1
328ca69,1
a7178ab,1
ac47443,1
7e76250,1
108a432,1
caf8aa1,1
32c4e2d,1
fde001f,1
7bedde2,1
172b08d,1
c81265d,1
884b13a,1
eb3ba78,1
ecfce12,1
cb7068b,1
e49527d,1
f5883dd,1
46d17bd,1
fb1b39e,1
0001090,1
27285d4,1
23ccdcc,1
110cd2c,1
5699552,1
906f768,1
2bed29e,1
ce74673,1
d04fab0,1
c3f4642,1
7ed9ab0,1
28cd9e8,1
26008f1,1
cf7970f,1
d950125,1
2238a7b,1
f5a801c,1
42878d2,1
7a55a9c,1
8ef4471,1
c5f5da1,1
ea91a87,1
30d373f,1
7938163,1
1093ec8,1
9204e9f,1
d6ed69c,1
185dc88,1
7dca210,1
e945115,1
4197ec7,1
80231c6,1
79e4cd4,1
cbbc267,1
c8d6d40,1
a4bdf46,1
76d3efe,1
c754f17,1
3d0ba38,1
72a94d2,1
d005235,1
83dc2b7,1
ca06ee0,1
b1dd7c6,1
cd178cf,1
2f2059d,1
8da5ff8,1
a0c6ee3,1
f40e95c,1
d343f43,1
cd09942,1
5f3f27a,1
82fb009,1
e973bd8,1
9a845ba,1
490b873,1
b178dfb,1
2424cbd,1
d82c6cc,1
9825dd4,1
be6514e,1
6a3c5bc,1
174dcf2,1
a33d151,1
8f38a3e,1
eb898a4,1
b15cbce,1
640f7f8,1
7e68422,1
e28d52e,1
26cb957,1
2280896,1
0fb121d,1
2b20d44,1
0652e2b,1
2513a1c,1
27702ce,1
5840cc3,1
7887589,1
901d24b,1
f26ee10,1
c78b476,1
65810af,1
c3e9a6e,1
4314018,1
8bc8d44,1
5472874,1
ff31b45,1
db89a38,1
1aabebe,1
db9ecc1,1
a65edbf,1
dd2aaaf,1
f21bd1c,1
549f513,1
fa2a14a,1
06dfdbe,1
d7f276b,1
47d6fff,1
ec217f7,1
a5ad455,1
b3fb5f8,1
844595e,1
fe7ab06,1
309d75e,1
591f5e3,1
170c259,1
286dfa9,1
640d9eb,1
2e82601,1
63aa723,1
6878912,1
eba445b,1
c845db3,1
61e2f64,1
5458277,1
48b73f9,1
c8d4a01,1
c879a9e,1
3b66e40,1
3f927d9,1
4056c95,1
37cbbbe,1
3b00924,1
b16275d,1
3afcddd,1
72aacd1,1
e9f5d35,1
b1b8bdf,1
840a116,1
e7d15a0,1
82fc15b,1
9e0632e,1
2a7852b,1
babbe71,1
289478b,1
bcb6edc,1
8ba47cf,1
b76d317,1
999835a,1
26600eb,1
8967c72,1
d925bd9,1
9724a94,1
9f54129,1
3d929da,1
72091fc,1
0721205,1
9c5b999,1
cfff4ad,1
2b76c4c,1
3630f56,1
d3639bc,1
1ec8c63,1
670b919,1
d6586d0,1
a7dc87f,1
e499825,1
837fd1d,1
2031548,1
27768e7,1
71b34ed,1
5c1eed3,1
2adafcf,1
2912dbc,1
0dc929b,1
2efc669,1
23cf658,1
1ad9d16,1
f75b1bc,1
b439a93,1
20717d1,1
2027549,1
7ceaf86,1
dea5846,1
811a902,1
cb48353,1
2405406,1
944f25d,1
b790be8,1
2a3730b,1
bb2639e,1
3705e5e,1
4fe16d3,1
770fbb1,1
7fc6265,1
c7dc9d2,1
b504620,1
c4c61e2,1
29362ae,1
8a308ce,1
ca8a12f,1
9b7b010,1
04e92ea,1
9d7fc83,1
d426359,1
99f55b7,1
61b5cd8,1
62e4b4a,1
58eb9e0,1
0925e3c,1
002c5a1,1
ae13ea7,1
93d06e5,1
b325b34,1
6962802,1
001b7cf,1
14f1b49,1
c518415,1
49966dc,1
adbef8c,1
8eee299,1
59bda30,1
6ae3253,1
d4dab98,1
5ecb61f,1
e91c1d5,1
fdc8cf0,1
f23ea23,1
9a855d8,1
5bc5997,1
8c50856,1
6d49c58,1
83b606a,1
332ca66,1
e71be00,1
8b57932,1
84a016b,1
b56ee24,1
c8565fa,1
ca73fcb,1
2abf2d0,1
055849b,1
6f5e194,1
e0402fe,1
b5ed0f7,1
39f876d,1
466b441,1
f4e49f2,1
bfd5cc4,1
d7824c1,1
27b3b4d,1
5cd07a0,1
e52e0a6,1
2a8b552,1
cc67e88,1
efd9d88,1
888a4e0,1
392bf03,1
5a5dc65,1
ad54690,1
9cb4713,1
7a79e16,1
7f6d52d,1
7a9d833,1
b9a4c4d,1
35d1ef5,1
ecdb6c5,1
7eb79ff,1
e075168,1
9218f15,1
72b53b9,1
43090d5,1
f9355e0,1
b5e19c0,1
1eecda4,1
50c861d,1
071989c,1
90e8d64,1
23bdeb7,1
1e12da1,1
5362113,1
c96d756,1
b48d48d,1
13fb1b7,1
8ae8200,1
a26416b,1
d1ecb82,1
406b8c4,1
84608e1,1
f05b0ea,1
a705675,1
54a027d,1
474651a,1
2554c09,1
70cdae8,1
906170a,1
5a3ae2a,1
a030a78,1
41a3e3f,1
bff97ed,1
b8e6269,1
ae09d87,1
bc67954,1
5a62d84,1
ebb0748,1
f1dbf93,1
384e5f2,1
6b20e3c,1
5982a71,1
8ef9a9a,1
e01fdf2,1
b67579c,1
deb96e4,1
a018b25,1
9435fea,1
8b27035,1
78eea3f,1
25a2573,1
91c57f7,1
82eff4f,1
fdc299f,1
9d00a00,1
6f4b3dd,1
6490e28,1
3e9cb08,1
96169e6,1
a865c44,1
fdfb0a9,1
b805eaf,1
1cded16,1
412a337,1
5c41c37,1
f8d74da,1
a6b4d0e,1
3ac7e3b,1
cb675f2,1
f295045,1
de3250e,1
eb1cb8d,1
4c33383,1
f62ffff,1
d661bed,1
5f20293,1
ae33e45,1
5517d40,1
223e17c,1
a39b792,1
9b2131d,1
cb7cb90,1
089fbc4,1
2e03433,1
59c273b,1
7408112,1
3a7e2ee,1
164a6b1,1
de74158,1
ef3cbab,1
93d83fb,1
f8455d7,1
ef7bfd6,1
72bc614,1
70d6cd2,1
9e35ba8,1
d4817ab,1
bdb4a3d,1
23b3542,1
681164e,1
f03f482,1
c910ead,1
f104757,1
b51db73,1
b6458d2,1
89c723d,1
3f0efe6,1
38280c8,1
09202ca,1
e91c155,1
676374b,1
07d1564,1
7fc5e16,1
8c5aa81,1
edcb411,1
c81b98e,1
d30be6b,1
b9c0cf0,1
a4dce98,1
1602e92,1
4d57314,1
3600499,1
d3466a4,1
ed2c377,1
e7f4ccf,1
c682b89,1
7076c58,1
4546072,1
1ea3ecf,1
9efec3a,1
cdafe70,1
46a5852,1
b12e652,1
98ba97e,1
12ffc78,1
54346ee,1
1712f89,1
740ec79,1
e2c451e,1
cf02bcd,1
696d341,1
3ee41ff,1
75096a9,1
645450a,1
14c9839,1
61307d1,1
da860e4,1
21a2655,1
0a7c23e,1
111347d,1
26e02b8,1
b1ec6b8,1
5f80030,1
d5281a2,1
1adf6fa,1
14647cb,1
bf08fd7,1
b973d99,1
207401b,1
c138fac,1
2b61e05,1
7f0e9dd,1
c9a71f3,1
9715ef5,1
19e32ab,1
cffcd75,1
194c2f6,1
4afc066,1
15ea1d2,1
783be16,1
305bff3,1
ab0b3f7,1
2e8f054,1
9d3cf6d,1
ddf91ad,1
8ba816a,1
f260754,1
334f30a,1
4a9f77b,1
ec3f4f6,1
2377038,1
